gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
ADAMTS1,-0.14302,-25.02259,37.5861,1.92402,13.84492,-11.26361,1.4508,6.5769,3.9815,3.33091
ADAMTS10,-85.78115,-33.68154,12.18693,-3.89799,-0.42733,8.56807,-22.43526,-1.66657,-18.18188,19.93672
ADAMTS12,-66.40536,-10.55407,43.75022,27.47992,-2.51232,-10.39892,15.27157,-2.95133,-17.53777,5.37639
ADAMTS13,-21.01575,-3.2798,-8.16241,-14.23299,-0.42648,12.86889,-3.64171,-1.4779,-3.77192,1.12788
ADAMTS14,-64.62921,-2.53438,17.41466,-2.30127,-5.84781,16.77105,5.13244,-8.38443,-10.26548,8.44539
ADAMTS15,-41.02435,12.5992,39.08104,4.17966,-1.24859,-7.85476,-2.20547,1.45407,-9.85262,3.76337
ADAMTS16,-74.63296,-1.47291,39.84834,26.80322,-4.88187,-1.43393,7.35133,-12.04241,-4.78098,-9.34648
ADAMTS17,-67.52258,-1.34528,-8.96613,-13.29979,6.38822,5.12539,7.65091,1.93287,6.24602,-5.45948
ADAMTS18,-146.71721,-9.02701,8.7599,9.13858,-7.31574,-13.66969,-6.39019,-12.00667,-5.1237,1.24142
ADAMTS19,-152.8956,-23.7212,-13.73423,-21.03559,-2.7397,-14.51798,16.13864,-3.50048,-1.2295,-7.79996
ADAMTS2,-85.98371,-34.71203,22.33976,0.3373,0.54015,8.84645,3.01723,-8.80125,-11.50575,-7.49598
ADAMTS20,-117.97233,-8.76383,-0.58102,-14.32131,12.85617,-7.32327,15.51922,-0.87636,12.08327,-6.9394
ADAMTS3,-71.50945,-34.47941,29.28472,0.63934,1.89139,-20.84003,7.31907,-1.28088,1.54092,5.4714
ADAMTS4,-59.32933,-17.81428,-3.52524,-3.60967,1.25567,5.68751,4.68194,8.43698,0.1854,2.8722
ADAMTS5,-112.37083,-36.93612,29.15096,4.26309,2.63545,-5.4748,7.32084,5.44688,-6.64901,10.62572
ADAMTS6,-39.41626,-13.12147,23.58192,20.25554,2.7774,5.70116,5.84393,-12.37636,0.4107,-7.17244
ADAMTS7,-40.3555,-23.66677,21.18434,-15.20816,3.16711,7.82124,-1.99862,-10.1222,-10.50861,2.24256
ADAMTS9,-62.41032,-24.92621,19.39252,-0.29024,-39.35146,-8.41709,8.64292,-13.66547,-12.38623,5.34861
ADAMTSL1,-98.30018,-34.03052,30.32099,15.51637,-10.3218,1.14427,13.77769,-0.37433,-6.32865,-6.95963
ADAMTSL2,-118.2121,-8.92725,-14.56261,-11.94112,-4.50279,14.32747,12.8747,-7.66459,-5.85783,-0.58094
ADAMTSL3,-25.28384,-0.33286,0.84973,-4.39667,4.36024,-1.47451,-6.82461,1.30198,-2.3669,4.17278
ADAMTSL4,-9.18884,9.48463,13.4741,4.86374,5.11609,-0.18265,-10.72512,-8.83723,-10.26034,-8.65639
ADAMTSL5,-21.16017,21.07327,13.33738,4.13774,-5.67153,9.68315,-12.34228,-1.04454,5.68999,-8.94603
ADAP1,-13.77342,32.69624,-4.60404,-11.38556,1.06671,7.96976,2.6177,-12.2037,-0.56647,2.63155
ADAP2,-71.28988,13.94981,-7.97988,0.02256,2.95384,3.26757,-23.57268,-7.26224,-6.57447,4.71234
ADAR,114.17951,-2.06684,-5.12321,-1.44835,3.15125,-2.81608,0.46041,1.28707,-1.11303,3.57566
ADARB1,28.89032,-7.77233,3.62207,0.13187,1.02076,6.20671,-4.77048,0.40648,-0.79389,-0.31702
ADARB2,-133.00691,-5.65151,-11.82309,-11.85606,21.0376,13.78566,0.21397,-4.66848,4.2787,-3.39875
ADAT1,42.04898,-1.60586,-0.80708,0.99312,0.96254,-2.70231,2.22908,0.34487,-0.18697,-2.94919
ADAT2,22.23724,0.92957,-12.35482,0.97236,1.51507,5.23399,-0.02441,-4.25393,2.73232,-1.40565
ADAT3,-30.11303,-1.6364,-5.39716,-3.24318,-1.39746,5.1793,-3.33929,1.91823,-0.75483,-4.54922
ADCK1,-1.83166,2.49251,-6.10946,-1.04622,-0.05854,-0.67204,-2.21526,2.00183,1.53671,-1.38107
ADCK2,32.07502,-0.01629,-4.4587,-0.13679,0.70141,1.90235,-1.85347,3.05402,0.62224,-2.01522
ADCK5,6.0334,4.2224,-5.41124,4.20527,0.68639,1.51102,-0.54794,1.17937,-1.11329,-0.21284
ADCY1,-34.97066,-19.37038,10.53136,-19.20521,15.35135,-10.47111,4.39598,3.92734,17.76465,-4.97543
ADCY2,-103.07918,-7.35132,-6.56024,-0.96214,0.62853,5.89062,-0.62976,15.58408,0.17534,-2.3647
ADCY3,56.66059,-0.68959,-2.91183,1.76023,2.83548,1.04481,-0.61135,-2.88812,3.81835,-3.26576
ADCY4,-85.57685,13.83879,-10.7732,-1.41744,-1.60271,15.29956,-0.4266,0.21633,-5.64879,1.3322
ADCY5,-76.95107,-10.01137,-3.55662,-15.30231,-5.24226,-8.26138,-5.31652,0.4945,-3.35755,3.38881
ADCY6,51.39855,5.22587,9.82016,-18.10792,-13.2634,0.99191,0.40293,6.0462,-3.04594,0.09744
ADCY7,26.27686,1.0034,1.3345,4.73369,8.2323,13.74508,3.94649,-12.42168,-0.41436,3.61597
ADCY9,35.42541,-1.26284,10.95891,-9.21943,-3.27882,3.95502,-2.39149,3.09587,-1.40361,-1.38459
ADCYAP1,-164.51636,-20.73825,0.48505,-10.17324,-3.70834,-17.54363,8.5836,-10.55355,-7.14564,-6.00279
ADCYAP1R1,-151.75075,-38.35929,-5.04607,-21.09918,2.0321,-2.98799,12.23533,-17.17809,-2.67631,-4.54921
ADD1,86.34125,-5.21027,-0.40143,0.39123,-1.03812,-0.25301,1.5279,0.30618,-0.67527,2.55422
ADD2,-18.04538,-29.70473,5.16182,-12.5607,22.67196,-4.22805,-7.84756,-17.47252,1.83025,6.23807
ADD3,62.88707,-1.633,-4.69005,-0.07756,-3.41976,3.43658,5.90787,-4.55842,6.31886,11.26892
ADGRA2,-21.6708,-36.09462,10.0184,-4.01078,6.3234,19.00129,-3.07802,4.72539,-3.18628,1.24179
ADGRA3,51.02933,0.11761,13.16365,-15.32582,-5.88562,2.30162,2.2469,-5.59761,5.49733,2.4061
ADGRB1,-78.83919,-12.53031,-7.40618,-20.94179,10.39818,12.15723,-12.03689,-16.82113,-0.05272,-8.13154
ADGRB2,6.12837,-20.29549,18.10544,-13.57213,6.96114,0.34839,-1.84654,1.82097,-6.31829,-5.19105
ADGRB3,-126.1339,-42.81953,0.47081,-14.32376,0.0161,-4.05618,5.91887,-12.03639,9.28612,11.66993
ADGRD1,-103.76734,-3.76134,-14.59977,-2.80126,0.9044,0.40074,0.65136,-1.35614,-0.63462,-8.24798
ADGRE1,-121.16501,-13.05696,12.93688,34.59428,0.75939,1.73187,-11.67699,0.16047,-0.63052,1.23565
ADGRE2,-64.62089,17.28755,-8.6489,6.01654,11.41496,14.08136,-8.89981,1.09331,3.52755,1.27125
ADGRE5,45.60899,10.2789,6.08792,14.6072,-10.08622,10.7119,-6.02873,1.75934,-0.51396,4.01579
ADGRF1,-44.36834,59.50651,8.18744,-4.06164,7.97153,-7.59289,11.88236,-7.78192,-5.71913,10.03286
ADGRF3,-75.41254,-1.33942,-12.04829,5.68131,4.64826,-3.6228,1.54204,-3.07447,-1.63883,4.86825
ADGRF4,-76.89594,57.29754,23.02677,6.51543,1.24873,-9.39402,17.12511,-7.22801,-3.2415,0.84562
ADGRF5,-131.20056,16.59806,13.20046,9.49975,-5.13795,-18.17202,0.89344,5.16375,-9.88981,4.72865
ADGRG1,42.8201,35.92974,26.0463,-11.87664,-1.69363,-6.7115,13.51268,12.82756,4.5915,-5.46342
ADGRG2,-62.99971,-2.16528,4.8363,-8.43152,2.53595,1.50885,-14.469,1.32818,0.08386,4.35704
ADGRG5,-113.00788,21.79322,-35.17354,12.09639,-9.48426,10.74853,4.57832,-11.23001,2.06816,3.27027
ADGRG6,32.77451,32.91069,22.19663,-15.87326,-8.5236,-6.78619,-13.47368,-5.16859,8.39818,-9.0169
ADGRG7,-164.68828,12.24711,-3.52972,1.64768,-6.67501,11.16051,-2.10238,6.26416,4.65064,10.42782
ADGRL1,47.62643,-8.86834,-3.92707,-19.72455,0.68835,4.37729,-4.60306,3.06062,-0.47866,-2.35834
ADGRL2,5.37936,-17.48424,25.44388,-11.66717,10.84143,-26.82829,-5.33275,-8.8164,0.14873,3.13523
ADGRL3,-80.40384,-18.61712,5.11647,-13.23693,17.10325,-4.62646,17.21776,-3.68928,14.60867,9.58148
ADGRL4,-171.69166,-7.73225,13.17558,22.34054,-16.62993,-2.98128,-0.21357,2.26228,3.0956,-8.24488
ADGRV1,-44.43592,7.01487,2.4487,-20.66067,10.97612,-11.36217,4.12534,11.51828,10.7378,4.15952
ADH1C,-143.52971,23.27823,-0.5641,2.23469,-12.83765,-2.72363,4.79858,2.22883,5.05302,5.31716
ADH5,80.49804,-3.78299,0.31872,1.45355,-1.25618,-3.91916,-0.88782,-0.63471,1.57938,1.30309
ADH7,-181.38762,16.89906,1.49882,4.38297,19.79015,-4.41767,3.12969,0.12476,20.43342,-8.86313
ADHFE1,-63.30041,3.26347,6.32096,4.49568,6.19236,3.67982,-6.28352,-0.9092,-3.81047,-0.70326
ADI1,61.43894,1.73831,-3.49831,1.43042,-1.04834,-4.08161,-2.50407,1.20408,0.6628,0.55217
ADIPOR1,79.22361,1.42771,-1.30958,0.44504,1.1787,-3.09786,1.02307,3.59072,0.76021,-0.08762
ADIPOR2,81.13971,0.69744,-4.16928,0.93441,0.16679,-0.48714,0.03068,0.03018,1.95796,0.16813
ADIRF,-142.6615,29.93212,7.27454,-1.92029,12.62664,50.07642,2.48486,2.84936,-7.19251,-18.57883
ADK,54.20225,5.66503,-0.11478,2.11999,5.28671,-3.36909,1.07407,-3.15314,-2.35712,-3.93472
ADM,15.41089,10.29514,30.42304,-2.61565,0.91655,6.652,-0.47969,-5.20385,-0.58955,-7.62412
ADM2,-7.70247,11.13089,-7.57007,-12.42175,-1.73093,5.76963,-7.8091,6.57503,2.03341,8.80076
ADM5,-44.98843,-1.31893,-12.14508,0.10777,0.84523,2.82454,-5.16486,-3.3737,1.13419,-6.3036
ADNP,88.73544,-2.58986,-5.40613,-2.58998,1.94852,-0.2726,2.68725,1.66566,-0.13607,1.09123
ADNP2,48.04975,-4.67101,-5.62952,-1.96507,1.29324,-0.28447,-0.87567,-0.03806,-0.40727,-0.2465
ADO,42.94168,-3.89732,-3.22191,-1.87706,0.71531,5.32518,0.27667,0.75789,0.75613,-0.15953
ADORA1,-56.80975,-5.23899,20.5912,-5.51746,-14.3184,-10.33652,-12.11872,5.30467,-20.0769,-1.88672
ADORA2A,-87.16674,-8.19851,-10.22364,1.03738,7.65726,7.76491,-2.45495,0.40025,-9.77211,-8.73898
ADORA2B,8.72176,16.53109,21.10368,4.70025,-2.92415,5.4733,2.50275,-8.11796,2.80499,-5.53237
ADPGK,62.92564,-0.77417,-3.68786,5.42318,0.40351,-1.4459,0.50134,-0.81889,0.98513,1.23265
ADPRH,-60.57009,3.86616,2.96218,17.59201,-0.13371,-5.92419,-4.64002,-1.40421,-4.72733,6.4082
ADPRHL1,-36.06004,10.39671,-7.20849,-8.19085,-0.5787,-0.54619,-6.78688,-3.17663,-6.01329,-6.84584
ADPRHL2,37.01522,-1.77064,-0.50275,4.93812,-0.65425,-3.49897,-1.27395,1.35354,-0.75076,0.25296
ADPRM,-14.47445,-2.75147,-5.29807,4.19196,0.51983,4.93575,0.5132,-2.54454,0.9802,-2.49864
ADRA1B,-92.19293,2.2717,42.68072,11.54667,-0.91611,0.11355,-11.43827,-5.38666,-4.80899,2.54361
ADRA1D,-118.97778,-6.25873,18.52056,0.37457,-5.65024,13.46084,-11.31091,5.7296,-1.21445,15.18194
ADRA2A,-122.16517,-11.77145,-7.24933,-16.80416,-15.06272,0.65429,9.85403,9.12238,0.74258,-0.69848
ADRA2C,-74.30514,6.20863,1.59103,-37.09857,4.88234,-1.19555,-13.28648,-9.5572,-1.07903,-5.34946
ADRB1,-90.29179,18.49919,-7.84986,-8.80129,11.44471,14.98485,-20.40279,8.9156,7.13266,5.98414
ADRB2,-47.56882,20.84382,27.26951,29.50452,17.9645,-0.51095,2.55545,-9.81008,-0.58041,-5.65116
ADRB3,-190.57655,-9.75907,-9.83802,1.09183,-0.2076,5.16066,-12.21424,4.11507,4.26682,11.42168
ADRM1,83.23324,0.50845,1.13116,1.62567,-0.93931,-5.81263,-0.54555,-0.47338,2.09463,-1.76736
ADSL,67.3076,-7.26567,-4.16412,2.41704,-0.55914,-4.6043,-1.19185,-2.31893,2.5595,-1.2103
ADSS,66.81668,1.06535,-3.25832,0.92083,0.90106,-3.31879,0.97313,-0.09127,1.93845,1.07639
ADSSL1,-21.55596,9.0063,4.9346,-7.84938,3.4684,3.03575,-4.228,4.59135,-0.73132,-5.3367
ADTRP,-77.32985,17.3932,25.27686,21.6249,3.65379,3.30404,3.9885,-7.32357,-0.09481,-7.38494
AEBP1,-57.43317,-43.37821,0.2236,2.0161,6.56608,-5.52282,12.0131,-1.6397,4.59659,17.65921
AEBP2,47.07971,0.41339,-3.15766,-0.80398,2.45181,1.12911,-0.2701,-2.6971,2.49032,0.3188
AEN,50.97306,-4.07632,-6.6328,1.05895,-5.43612,-1.67204,1.08072,-3.22728,4.24457,-4.54859
AES,91.81274,-4.62428,-4.31355,-1.05656,1.42686,0.98482,1.33001,1.66065,-1.73024,0.76735
AF011889.5,-49.56664,2.25386,-3.93056,1.00923,1.81948,4.15084,4.50458,1.67262,-2.88342,-1.29534
AFAP1,51.59669,0.66541,26.54712,-14.01633,-6.52874,6.71822,4.34447,-0.50818,-4.47231,-2.23163
AFAP1L1,-24.2739,-4.6865,47.53753,7.26528,8.44047,-14.86447,-5.20936,-6.91594,8.57672,-4.89297
AFAP1L2,-10.69422,27.72375,28.17707,1.33812,11.05955,-1.78613,7.93563,-9.0248,-1.2222,6.55101
AFDN,76.39563,5.8938,1.31074,-10.09328,-1.56966,2.38463,1.03471,-0.22107,-1.18547,2.60453
AFF1,61.58618,-1.23842,-5.41022,0.76078,-2.23958,2.61314,-0.59966,1.17081,-2.584,6.10975
AFF2,-123.94668,-29.61819,-21.2179,7.63743,8.8457,-10.0633,6.37742,7.12678,6.17394,6.91608
AFF3,-56.10396,-38.23497,-0.75398,16.96449,-7.3952,-3.44473,3.42801,7.021,-8.14117,-7.88237
AFF4,87.43766,-3.91387,2.3677,-2.4169,-0.71181,2.66677,0.92506,0.5913,-1.29043,0.33829
AFG3L2,71.33342,-0.74854,-4.74885,0.63776,1.15045,-1.89648,-2.05117,0.75921,2.16128,-0.7364
AFMID,25.46955,-1.30814,-11.63132,-0.55614,1.63532,0.47929,0.45494,-1.62739,0.62852,-0.96614
AFP,-141.89286,-1.8182,15.40915,16.1608,-22.0436,-16.29375,5.24857,5.62373,-0.28132,1.40804
AFTPH,43.66288,4.69273,-8.90966,-1.12761,2.62434,5.21888,0.53732,1.52547,-0.86746,-0.45372
AGA,20.84846,-0.64496,-1.05324,8.14919,-1.22431,-1.90335,1.21329,6.20803,2.772,1.82313
AGAP1,50.70618,3.86504,15.12401,-23.22772,-11.95249,2.68961,3.76127,0.41088,3.31075,-3.0515
AGAP2,-42.55509,-18.7047,-23.53844,4.95092,13.92775,8.72213,6.35854,-2.04328,-4.67603,-6.11288
AGAP3,63.63808,-3.17531,1.88053,-4.77243,-3.5478,2.18511,2.67888,1.35514,2.56955,-0.87191
AGAP4,-7.00274,-0.67775,-6.51074,-0.7252,1.38983,3.52199,1.38402,-3.18762,-1.51958,-1.02215
AGAP5,-51.8238,1.58318,-6.50696,0.50772,2.34914,6.26743,-0.91065,-2.50687,-2.61128,-2.5751
AGAP6,19.34357,-1.13885,-7.76349,1.31568,1.78798,1.70321,0.38861,-1.85156,-1.00654,-0.69497
AGAP9,-9.42588,3.27888,-4.233,1.37356,1.75521,3.16226,-0.9013,-5.38513,-3.13546,-2.52914
AGBL2,-59.34143,10.08267,5.24665,11.03192,2.18223,8.57504,-3.53262,-3.8698,0.66891,-3.7898
AGBL3,-36.58623,-5.66428,-7.73821,1.79719,-3.79616,-0.69397,-1.32678,0.1138,0.15462,0.86864
AGBL5,50.59435,-5.00047,-2.8719,-2.40456,1.36437,-1.35722,-1.28331,-1.19947,0.2145,-0.13889
AGER,-17.64823,-5.04783,-8.47672,2.85985,4.01904,4.15849,-1.9964,-0.72016,-1.75907,0.23231
AGFG1,73.17714,-0.68699,-1.11972,-0.04087,-0.10769,-1.15239,-0.56892,-0.36209,0.19175,0.00039
AGFG2,17.30064,7.59279,-0.48839,2.69583,-2.6861,0.73339,0.74719,2.04006,-2.1356,-3.22278
AGGF1,51.47035,-2.33599,-3.17139,1.71482,-0.03919,0.59445,1.14107,1.5367,-0.4141,-0.12056
AGK,45.98303,-5.12984,-2.61843,1.12624,-0.84049,-4.7958,0.38995,2.68627,3.21145,-0.09644
AGL,50.70491,1.10138,-5.29229,-3.20014,3.9061,0.3047,0.65896,1.40998,0.30549,1.25932
AGMAT,-45.91193,23.30412,-13.5097,7.02227,-9.77978,-2.87787,6.80385,-5.3109,0.1727,1.97941
AGMO,-120.12966,0.97457,4.38402,2.62051,-11.98113,2.62286,3.46468,4.62712,18.42305,-0.45953
AGO1,58.58872,-4.46146,-4.30984,-2.4022,0.92356,-0.32811,-0.97966,1.53642,-0.37911,-0.317
AGO2,83.84501,-0.77471,-7.78408,-4.60135,2.68034,1.26214,0.29519,-1.15756,1.46693,0.20975
AGO3,45.58668,-4.67005,-4.69547,-1.72336,3.6215,5.92582,0.433,-0.03938,-1.87889,1.35089
AGO4,32.69713,-3.83637,-6.237,-0.54627,2.7847,5.90828,-2.06157,1.09795,-1.73712,2.07542
AGPAT1,60.62922,-8.28565,0.19982,-0.87855,-1.08872,1.95605,-0.58682,1.54248,0.57985,-1.42143
AGPAT2,42.26412,16.15567,3.61939,4.51464,-3.61399,6.8311,-10.14121,4.01083,2.55089,3.85506
AGPAT3,67.63258,1.67399,-1.4243,2.85742,-0.24664,2.88333,-1.24442,6.27918,-0.99073,4.12802
AGPAT4,-1.18417,-18.79431,17.18786,2.69614,5.4914,5.35332,1.06709,-13.97323,0.935,5.55813
AGPAT5,59.01738,-5.90298,-6.70512,2.1949,-0.36754,-0.03461,1.634,-4.52995,3.4183,-1.00692
AGPS,73.65991,-2.86899,1.3876,2.31773,-1.02702,0.92083,1.85229,-6.56671,4.43632,2.43114
AGR2,-40.00636,76.37866,-11.66756,-12.57216,-15.72946,-27.72067,16.20692,9.26593,4.86274,6.83588
AGR3,-158.27958,40.87112,-17.88443,-7.37407,-19.8886,-9.22925,10.8089,12.48581,2.03063,3.65755
AGRN,105.33229,15.64253,22.3128,-7.38959,-2.37872,1.63956,-3.76655,2.09306,-2.80846,5.97321
AGT,-111.28965,-3.54344,0.6565,13.31313,-25.19557,-2.7113,7.7819,13.09236,-13.8014,9.45887
AGTPBP1,34.64455,-7.65728,-11.17495,-1.31443,-0.27184,2.86046,-0.41461,-3.07402,-0.30152,-0.81171
AGTR1,-154.4316,-25.34039,12.11518,1.93368,-16.20631,-10.70088,8.65233,0.93061,-0.69787,-3.23918
AGTRAP,30.62953,5.05651,5.43697,2.68821,0.59469,-0.54499,-6.0975,0.58497,0.5208,-1.62461
AHCTF1,80.41343,-1.93527,-3.63974,-2.03289,0.97009,-2.63568,-1.47722,-0.82237,1.01443,-0.02332
AHCY,103.25623,-0.59204,-5.76859,-2.66001,0.06543,-4.7999,-0.55036,-3.00916,3.06778,0.31017
AHCYL1,90.65611,-1.94177,0.119,-0.37611,-1.07122,-0.88549,0.49356,3.21941,-1.12256,2.10813
AHCYL2,36.27144,-0.36995,-5.51754,-2.28855,-4.23069,3.45843,0.40965,4.29821,2.54593,-0.69061
AHDC1,34.18096,-1.37768,4.11639,-2.48542,3.15469,5.74389,1.09432,3.63915,-5.12855,1.05085
AHI1,31.92465,-3.65833,-2.13609,-1.18432,-3.20574,3.69633,-0.1504,0.61354,-1.08335,-3.14592
AHNAK,138.33826,10.77459,25.51303,-1.78063,-6.78098,0.88076,-0.644,1.33938,-2.24727,0.66745
AHNAK2,53.63929,19.57637,38.75168,4.83189,-2.50745,9.89168,-6.39043,-11.56217,-2.00011,-4.89797
AHR,46.1527,25.94751,18.33328,1.89024,-1.88722,5.65192,0.0528,7.79595,9.57964,3.716
AHRR,3.18995,-10.18313,4.62308,11.82515,-0.14623,11.51422,-1.83007,5.30294,0.77265,-7.01954
AHSA1,81.31268,0.42645,-3.08312,1.4241,0.16638,-6.33088,0.68323,-1.47289,2.46321,-2.24974
AHSA2,58.11401,-0.02149,-6.19926,0.25656,3.12157,7.07747,0.47978,-1.95792,-0.5164,3.02654
AHSG,-150.32342,10.58986,-6.3405,-7.98723,-7.06101,-4.02841,-8.97833,-6.56874,5.82643,8.89118
AICDA,-143.90186,-0.01987,-10.36247,8.73913,1.02344,7.08473,-6.32961,-3.32205,-2.6747,-6.63314
AIDA,72.56723,-4.2585,2.57728,0.65694,-2.43681,-0.36641,-0.43916,-0.67626,-1.17927,-1.1855
AIF1,-165.56901,-7.09206,-29.11326,25.89305,5.48258,-3.02154,-10.58309,-2.82969,-1.91621,11.49953
AIF1L,12.39179,22.66544,9.74724,-27.41455,-2.21351,-7.87162,-12.18153,6.54101,3.93038,2.72207
AIFM1,61.44784,-0.41212,-6.74442,1.09,-2.56889,-6.46256,-2.12804,2.24854,1.80292,-0.8701
AIFM2,30.45607,10.93508,4.54693,5.32129,-6.54383,1.2707,0.58724,-1.97914,5.80532,-2.60604
AIFM3,-67.44266,25.18743,-8.66143,-9.34219,-2.55569,8.80318,-2.05456,-9.88309,-6.64735,-1.85384
AIG1,35.22587,11.48086,9.94584,-1.4292,-4.08932,-3.06115,4.9715,-2.76545,-2.87626,-1.91263
AIM1,37.43764,30.2886,3.10173,19.25578,9.58515,-2.87185,10.20296,12.77941,-3.39859,2.77731
AIM1L,-40.92835,59.2381,-0.58049,-8.0216,3.52628,-1.35173,-2.78325,-3.69854,-2.71749,3.56574
AIM2,-112.83142,0.53799,6.67015,42.26912,23.11682,0.20993,20.32824,0.66912,3.88925,-9.57049
AIMP1,60.57195,0.40604,-4.91508,2.65633,-0.45052,-2.35353,1.02433,-0.32125,1.27288,-0.18313
AIMP2,47.19644,-0.49608,-1.84396,-0.17694,0.92392,0.14542,0.0916,-1.24529,2.03549,-2.29131
AIP,51.72681,-1.25292,-4.62017,3.93397,0.97762,-4.33455,1.37776,-0.07639,-0.70773,-1.50023
AJAP1,-135.50798,-9.72045,20.39459,7.04373,12.70142,-8.15895,3.12928,-8.0606,-0.58499,0.14668
AJUBA,61.31487,17.75666,24.69111,-3.60835,-2.42406,3.91862,-7.2054,-0.56664,0.64612,2.8687
AK1,-4.37795,0.8301,7.12802,-5.94927,-5.62401,3.6325,0.71662,1.06502,-1.57533,-6.11954
AK2,93.8372,-1.59857,-6.05009,4.80879,-0.16158,-3.25092,-0.28402,0.27699,1.70135,1.03793
AK3,54.39385,-2.31166,-3.18388,2.29324,-0.43924,6.01571,2.50773,-2.47705,0.69517,4.02537
AK4,52.05793,3.5074,9.15239,-0.5216,2.85602,-0.166,-4.90713,-0.6662,1.49455,-2.87459
AK5,-73.27634,-38.41537,26.17086,5.19957,-17.75774,2.91051,3.5184,-0.16227,-4.48505,-5.1272
AK6,35.29711,-2.50601,-5.52701,5.01626,-3.88025,-4.15852,-2.71544,-0.63224,0.63026,-1.08675
AK7,-54.83527,10.3544,-10.45623,-12.06282,-0.99871,5.72666,-7.8476,-7.04855,0.61826,-0.53497
AK9,-21.6926,0.0545,-7.91087,-1.58207,-1.70092,2.21597,2.65566,1.68242,-2.63401,-0.18512
AKAP1,66.68822,3.34235,-9.96792,-3.25825,-2.48236,-3.36982,3.42691,-1.5351,2.31498,1.25515
AKAP10,42.51479,-0.82065,-1.59584,2.29871,1.58267,1.00026,-1.23748,0.62563,1.23098,-0.94042
AKAP11,65.52979,-3.08282,-5.37449,-0.4475,1.04538,4.58288,5.2326,-0.57874,-0.48648,-0.74118
AKAP12,49.1776,-17.08385,34.83497,-2.75352,-8.60482,2.23102,-3.21589,-28.0784,7.19326,0.40322
AKAP13,74.54363,-0.47681,-3.57366,1.18191,3.15627,3.24252,1.43224,-0.77082,-1.17015,3.17462
AKAP17A,51.56569,-3.4821,-6.87766,2.41751,0.02051,2.61833,0.45921,0.70785,-1.65865,0.02088
AKAP2,-63.01894,-7.56297,7.96476,26.87965,-7.53003,0.86352,-6.84525,-9.66298,-6.31107,5.73081
AKAP3,-82.23753,2.35129,-7.99741,0.02031,-0.07299,4.16897,-3.79362,-1.06665,3.05469,-2.02309
AKAP5,-21.32793,-8.17292,-2.60415,-8.30308,-5.45231,-1.09108,-4.27411,-2.27154,-5.92731,3.51292
AKAP6,-24.13736,-8.64729,5.07118,-13.20515,1.30522,0.23125,12.89339,4.60525,7.11532,-2.59302
AKAP7,-26.66979,-6.59064,7.25646,2.66972,-4.48544,11.16873,-13.53158,3.85458,7.30186,7.26855
AKAP8,50.3696,-0.87328,-5.68164,2.33897,0.37425,-1.32704,0.18813,-0.43622,0.5992,-0.20382
AKAP8L,55.8666,-3.64043,-6.90533,-1.80459,3.6067,3.07579,0.65163,1.65684,-0.83002,1.11497
AKAP9,75.33201,-2.4362,-5.56279,-3.34429,2.82617,2.23843,3.82346,3.91387,0.82796,2.24326
AKIP1,25.68637,-0.63335,2.60388,5.62144,-2.22371,1.00264,-1.45375,0.53466,-0.57143,-3.23209
AKIRIN1,68.88946,-3.33745,-3.40679,-0.37993,0.87923,-0.78167,-2.46584,-0.12897,1.09771,1.82253
AKIRIN2,46.49596,-3.47527,-4.41708,1.15956,1.86102,2.30499,2.52399,-1.37243,1.13276,0.09519
AKNA,20.8155,-3.97452,-16.98495,7.48213,4.86535,10.62105,-2.28462,0.6967,-2.00364,5.8192
AKNAD1,-104.836,-5.47705,5.56779,0.99509,-8.68655,11.36954,4.57789,-1.85045,-2.77493,-14.61434
AKR1A1,61.52429,0.21336,-6.78824,-0.93072,0.81794,-1.34432,1.48049,1.75644,-0.50759,0.71794
AKR1B1,66.94006,-20.92501,14.7569,16.02082,6.72165,-9.87048,-2.09969,-10.32767,0.64478,1.11467
AKR1B10,-45.57722,28.94758,21.03698,6.61553,-7.68076,-7.75826,9.51936,9.07799,7.48486,4.01577
AKR1B15,-76.73739,10.9272,3.8528,2.18686,7.83365,4.08798,-0.31695,6.18949,-3.20013,-6.88918
AKR1C1,-7.97546,17.56702,24.73431,-4.99384,-8.28118,-1.50886,7.64849,-6.00198,12.59342,5.06757
AKR1C2,-24.01373,29.61298,17.22058,-6.26729,-2.53988,-9.01599,8.68872,-3.67306,15.5915,2.96343
AKR1C3,-0.41382,23.78008,17.7892,-1.91561,-18.44466,1.4902,11.83166,-4.31265,9.73549,13.82732
AKR1E2,-81.91196,11.86269,8.45336,-18.43761,-5.39901,-0.71741,-4.65101,-14.36685,6.92213,-8.06052
AKR7A2,42.85044,-0.7692,-3.86096,3.1464,-1.21344,1.67954,-1.25254,4.14449,-0.64897,-1.61608
AKR7A3,-57.68589,11.7984,-16.90899,-5.27998,-13.49293,11.35669,4.30509,7.44355,-3.68154,-3.13059
AKT1,88.76121,-1.16628,-0.39091,0.46163,0.54965,-1.21794,0.99647,3.14021,-1.24065,-1.17828
AKT1S1,57.53088,-0.9933,1.73267,-2.89122,-2.40791,0.23744,-0.96139,2.61442,0.42088,-3.65227
AKT2,81.91044,-3.4823,-4.6976,-1.46771,0.63161,-1.20483,-0.60615,0.75317,-1.70358,1.0377
AKT3,21.1504,-31.68239,22.13742,6.09598,9.92512,3.19113,5.7899,-13.28636,3.80976,-6.73656
